id,perc_premium_paid_by_cash_credit,age_in_days,Income,Count_3-6_months_late,Count_6-12_months_late,Count_more_than_12_months_late,application_underwriting_score,no_of_premiums_paid,premium,sourcing_channel_A,sourcing_channel_B,sourcing_channel_C,sourcing_channel_D,sourcing_channel_E,residence_area_type_Rural,residence_area_type_Urban
54287,0.95,19355,395070,0.0,0.0,0.0,98.96,8,30600,0,1,0,0,0,0,1
59833,0.002,26659,175770,0.0,0.0,0.0,99.89,7,7500,1,0,0,0,0,1,0
106070,0.158,23365,206200,0.0,0.0,0.0,98.76,18,11700,1,0,0,0,0,0,1
18209,0.061,17896,390030,0.0,0.0,0.0,99.31,14,39000,0,0,1,0,0,0,1
73013,0.212,23371,335060,0.0,0.0,0.0,98.24,19,22200,1,0,0,0,0,0,1
70451,0.138,20455,231410,0.0,0.0,0.0,99.34,7,11700,1,0,0,0,0,1,0
52796,0.287,20810,232640,0.0,0.0,0.0,99.13,11,24300,1,0,0,0,0,1,0
100040,0.421,21548,465050,0.0,0.0,0.0,98.86,17,28500,1,0,0,0,0,0,1
30459,0.929,14606,122610,2.0,0.0,0.0,98.83,8,5400,0,0,0,1,0,0,1
66445,0.378,16073,207660,0.0,0.0,0.0,99.45,8,13800,0,1,0,0,0,1,0
84680,0.117,23000,275110,0.0,0.0,0.0,99.86,9,13800,0,1,0,0,0,1,0
48123,0.987,17164,201140,0.0,0.0,0.0,99.41,9,11700,1,0,0,0,0,1,0
5796,0.105,17167,105050,0.0,0.0,0.0,99.82,5,9600,1,0,0,0,0,1,0
64557,0.572,23006,267610,0.0,0.0,0.0,99.38,11,3300,1,0,0,0,0,0,1
43471,0.24,16435,318130,0.0,0.0,0.0,98.47,9,26400,0,0,0,1,0,1,0
80178,0.343,15335,207580,0.0,0.0,0.0,98.88,9,11700,0,0,1,0,0,0,1
106532,0.098,18993,221020,0.0,0.0,0.0,98.44,13,13800,0,0,1,0,0,0,1
24773,0.809,13515,99150,0.0,0.0,0.0,99.69,4,5400,1,0,0,0,0,0,1
42384,0.0,24097,134440,1.0,0.0,0.0,99.89,5,3300,1,0,0,0,0,0,1
26291,0.271,24105,132590,1.0,0.0,0.0,99.16,11,1200,1,0,0,0,0,0,1
81585,0.425,21906,330040,0.0,1.0,0.0,98.9,11,9600,0,1,0,0,0,0,1
113160,0.677,23006,118530,0.0,0.0,0.0,96.39,22,3300,1,0,0,0,0,0,1
24304,0.006,20817,159130,0.0,0.0,0.0,98.82,12,3300,0,1,0,0,0,0,1
69242,0.896,12789,364530,0.0,0.0,0.0,98.91,13,20100,0,1,0,0,0,0,1
8860,0.286,22274,201330,0.0,0.0,0.0,98.85,10,11700,0,0,1,0,0,1,0
28072,0.543,17166,284500,0.0,0.0,0.0,99.36,12,26400,0,1,0,0,0,0,1
7456,0.88,14612,56490,0.0,1.0,0.0,99.77,3,5700,1,0,0,0,0,1,0
9005,0.109,17530,310010,0.0,0.0,0.0,99.25,9,3300,0,0,1,0,0,0,1
59871,0.262,23007,112550,1.0,0.0,0.0,98.33,14,7500,1,0,0,0,0,0,1
70972,0.354,16069,285080,1.0,0.0,0.0,98.89,12,5400,0,1,0,0,0,0,1
80530,0.005,25926,49330,0.0,0.0,0.0,99.88,11,5400,1,0,0,0,0,0,1
51492,0.983,13145,139570,3.0,0.0,0.0,99.13,14,7500,0,0,1,0,0,0,1
109565,0.305,13153,315130,0.0,0.0,0.0,99.63,12,13800,1,0,0,0,0,1,0
47431,0.138,18256,100100,0.0,0.0,0.0,98.34,18,5400,0,1,0,0,0,0,1
83345,1.0,16438,150140,0.0,0.0,1.0,99.61,4,13800,0,0,1,0,0,1,0
89859,0.121,9860,43320,0.0,0.0,0.0,99.84,3,3300,1,0,0,0,0,0,1
108695,0.291,16796,123030,0.0,0.0,0.0,98.1,13,3300,0,0,1,0,0,0,1
93870,0.0,13519,300060,0.0,0.0,1.0,99.29,11,24300,0,1,0,0,0,0,1
72294,0.279,29576,59870,0.0,0.0,0.0,99.04,5,1200,1,0,0,0,0,1,0
65214,0.011,16440,114240,0.0,0.0,0.0,99.71,5,5400,1,0,0,0,0,1,0
55718,0.237,10596,126060,0.0,0.0,0.0,98.36,8,5400,0,1,0,0,0,1,0
95675,0.092,10229,90080,2.0,0.0,0.0,99.7,9,5400,1,0,0,0,0,1,0
98136,0.274,10596,77380,0.0,0.0,0.0,99.46,10,7500,1,0,0,0,0,1,0
17118,0.043,16437,228110,0.0,0.0,0.0,99.76,6,11700,0,1,0,0,0,0,1
22080,0.026,21907,437550,0.0,0.0,0.0,99.38,20,3300,0,0,1,0,0,1,0
24032,0.0,16799,126980,0.0,0.0,0.0,99.27,6,5400,0,0,1,0,0,1,0
108084,0.101,23004,172190,0.0,0.0,0.0,99.25,7,3300,1,0,0,0,0,0,1
70727,0.013,17895,66040,0.0,0.0,0.0,99.24,22,3300,0,0,1,0,0,1,0
44811,0.005,19358,342060,0.0,0.0,0.0,99.05,13,32700,0,0,1,0,0,1,0
28645,0.01,24826,108030,0.0,0.0,0.0,99.68,8,3300,1,0,0,0,0,0,1
104325,1.0,20447,253640,0.0,0.0,0.0,98.82,8,13800,1,0,0,0,0,0,1
38008,0.012,25563,189100,1.0,0.0,0.0,99.89,11,9600,1,0,0,0,0,1,0
26552,0.478,21540,479960,0.0,0.0,0.0,98.95,16,24300,0,1,0,0,0,1,0
56241,0.008,23365,76480,0.0,0.0,0.0,98.93,7,5700,1,0,0,0,0,1,0
4794,0.0,21183,201040,0.0,0.0,0.0,99.76,7,7500,1,0,0,0,0,1,0
46393,0.0,12052,168140,0.0,0.0,0.0,98.59,7,13800,0,0,0,1,0,0,1
81033,0.14,18988,169090,1.0,0.0,0.0,98.76,18,1200,1,0,0,0,0,1,0
8792,0.34,18623,132140,0.0,0.0,0.0,98.65,8,9600,0,0,1,0,0,1,0
103360,0.052,22635,69050,0.0,0.0,0.0,98.74,6,5700,1,0,0,0,0,0,1
76101,0.054,24828,75060,1.0,0.0,0.0,98.18,11,5400,1,0,0,0,0,1,0
106276,0.387,30673,82770,1.0,0.0,0.0,99.0,14,5700,1,0,0,0,0,1,0
42269,0.87,15702,75050,0.0,0.0,0.0,95.28,9,5700,1,0,0,0,0,1,0
70829,0.06,31030,48280,0.0,0.0,0.0,99.38,7,3300,1,0,0,0,0,1,0
23461,0.195,17161,135090,0.0,0.0,0.0,99.48,5,3300,0,1,0,0,0,1,0
72150,0.0,24466,285030,0.0,0.0,0.0,99.82,9,3300,1,0,0,0,0,0,1
108017,0.011,29942,297750,0.0,0.0,0.0,99.21,8,13800,1,0,0,0,0,1,0
104369,0.768,22271,157580,0.0,0.0,0.0,98.07,14,11700,1,0,0,0,0,0,1
52457,0.993,14612,79550,0.0,0.0,0.0,98.43,7,5400,0,0,1,0,0,0,1
96642,0.915,11688,143240,0.0,0.0,0.0,98.81,6,5400,0,0,0,1,0,1,0
111180,1.0,16796,51080,0.0,0.0,0.0,98.59,6,1200,0,0,0,1,0,1,0
93942,0.0,21905,240150,0.0,0.0,0.0,99.02,10,11700,1,0,0,0,0,1,0
6058,0.052,23005,239570,0.0,0.0,0.0,98.66,14,9600,1,0,0,0,0,1,0
89785,0.0,14970,900110,0.0,0.0,0.0,99.36,13,57900,0,0,0,1,0,0,1
59178,0.085,20089,265610,1.0,0.0,0.0,99.23,12,13800,1,0,0,0,0,0,1
17422,0.0,21546,840070,0.0,0.0,0.0,99.59,13,41100,0,0,1,0,0,0,1
63079,0.218,17535,127380,0.0,0.0,0.0,99.75,5,1200,0,1,0,0,0,1,0
33553,0.091,19717,475040,2.0,0.0,0.0,99.45,16,24300,0,0,0,1,0,0,1
100667,0.259,24461,120150,0.0,0.0,0.0,98.48,17,9600,1,0,0,0,0,0,1
74850,0.573,20447,120120,0.0,0.0,0.0,99.17,8,7500,1,0,0,0,0,0,1
73660,0.013,27389,210070,0.0,0.0,0.0,99.5,12,13800,0,1,0,0,0,0,1
92109,0.002,21909,231080,0.0,0.0,0.0,99.28,14,11700,1,0,0,0,0,0,1
37592,1.0,20455,226120,0.0,0.0,0.0,99.54,5,9600,0,1,0,0,0,1,0
79000,0.308,13146,304540,0.0,0.0,0.0,99.17,8,15900,0,0,0,1,0,1,0
109702,0.168,23372,143080,0.0,0.0,0.0,99.36,12,7500,1,0,0,0,0,0,1
87057,0.0,24831,135080,0.0,0.0,0.0,99.88,3,9600,0,0,1,0,0,0,1
22482,0.282,13883,177080,0.0,0.0,0.0,98.93,13,13800,0,0,0,1,0,0,1
101729,0.185,10230,187410,0.0,0.0,0.0,99.79,5,13800,1,0,0,0,0,0,1
65458,0.166,21546,311130,0.0,0.0,0.0,99.38,12,22200,1,0,0,0,0,0,1
2085,0.145,10231,66130,0.0,0.0,0.0,99.87,3,3300,1,0,0,0,0,0,1
84253,0.893,21547,156030,2.0,0.0,0.0,97.36,12,3300,0,0,1,0,0,1,0
63095,0.053,16805,132340,0.0,0.0,0.0,99.87,8,15900,1,0,0,0,0,1,0
62942,0.021,22640,102750,0.0,0.0,1.0,98.92,9,5400,1,0,0,0,0,1,0
44516,0.77,20813,45080,1.0,0.0,0.0,99.64,10,1200,1,0,0,0,0,1,0
41408,0.356,15708,246040,0.0,0.0,0.0,99.46,12,18000,0,0,0,1,0,0,1
35074,0.806,20082,69350,3.0,0.0,0.0,99.09,14,3300,1,0,0,0,0,1,0
41308,0.246,17899,200050,0.0,0.0,0.0,99.02,14,15900,0,1,0,0,0,1,0
42453,0.279,22643,534040,0.0,0.0,0.0,98.91,16,13800,0,1,0,0,0,0,1
42294,0.115,25193,195040,0.0,0.0,0.0,99.45,8,5400,1,0,0,0,0,1,0
73138,0.062,14979,150120,1.0,0.0,0.0,98.68,16,7500,1,0,0,0,0,0,1
79442,0.598,16795,242620,0.0,0.0,0.0,99.09,15,9600,0,0,1,0,0,1,0
92087,0.052,12422,246090,0.0,0.0,0.0,99.38,10,13800,0,1,0,0,0,1,0
89218,0.252,18262,758500,0.0,0.0,0.0,98.96,26,60000,1,0,0,0,0,0,1
101523,0.68,30302,126600,0.0,0.0,0.0,98.31,8,1200,1,0,0,0,0,0,1
27523,0.026,17534,315080,0.0,0.0,0.0,99.27,14,9600,0,1,0,0,0,0,1
67963,1.0,14240,72090,0.0,0.0,0.0,99.38,6,3300,1,0,0,0,0,1,0
10630,0.0,18986,150130,0.0,0.0,0.0,99.21,3,11700,1,0,0,0,0,1,0
86316,0.534,30302,75030,0.0,0.0,0.0,99.07,9,3300,1,0,0,0,0,1,0
41621,0.615,14241,66110,1.0,0.0,1.0,98.4,8,3300,1,0,0,0,0,1,0
13710,0.306,20815,220140,0.0,0.0,0.0,99.43,6,11700,0,0,1,0,0,1,0
78657,0.13,10597,185030,0.0,0.0,0.0,99.7,7,5400,1,0,0,0,0,0,1
102934,0.245,20811,156090,0.0,0.0,0.0,99.15,16,9600,1,0,0,0,0,0,1
81228,0.009,13514,146610,1.0,0.0,0.0,98.88,10,7500,1,0,0,0,0,1,0
12277,0.069,16795,150090,0.0,0.0,0.0,97.89,16,1200,1,0,0,0,0,1,0
22814,0.141,11695,187580,0.0,0.0,0.0,98.13,12,11700,1,0,0,0,0,0,1
113955,0.995,15340,180100,0.0,0.0,0.0,99.42,9,5400,1,0,0,0,0,1,0
97335,0.011,27755,150040,0.0,0.0,0.0,99.89,9,5400,1,0,0,0,0,0,1
42939,0.0,17163,48070,0.0,2.0,0.0,98.93,7,3300,1,0,0,0,0,1,0
34445,1.0,12788,120140,0.0,0.0,0.0,99.03,4,5400,1,0,0,0,0,0,1
94565,0.213,21911,156120,0.0,0.0,0.0,99.01,14,11700,0,0,1,0,0,0,1
82874,0.047,22642,207110,0.0,0.0,0.0,99.27,11,11700,0,1,0,0,0,1,0
77464,0.289,17530,60030,0.0,0.0,0.0,98.3,9,1200,0,0,1,0,0,1,0
21220,0.117,16799,522610,0.0,0.0,0.0,99.6,7,24300,0,0,0,1,0,1,0
51935,0.139,21176,142560,0.0,0.0,0.0,99.42,14,9600,1,0,0,0,0,0,1
90878,0.143,18624,60050,0.0,0.0,0.0,97.23,12,5400,1,0,0,0,0,1,0
81151,1.0,8400,24690,0.0,0.0,0.0,99.87,3,5700,1,0,0,0,0,1,0
3873,0.277,25192,120090,0.0,0.0,0.0,98.77,13,1200,0,1,0,0,0,0,1
92512,0.012,23006,69640,0.0,0.0,0.0,98.59,8,3300,1,0,0,0,0,1,0
88068,0.012,24468,327090,0.0,0.0,0.0,99.21,7,7500,1,0,0,0,0,1,0
73737,0.533,14241,109620,0.0,0.0,0.0,98.94,10,5400,0,0,1,0,0,0,1
54196,0.465,15340,213840,0.0,0.0,0.0,98.96,11,9600,1,0,0,0,0,0,1
95521,0.013,21910,198100,0.0,0.0,0.0,97.93,19,13800,1,0,0,0,0,0,1
108455,0.594,23007,157620,0.0,0.0,0.0,99.13,6,1200,1,0,0,0,0,1,0
26514,0.318,14973,42660,0.0,0.0,0.0,99.62,9,3300,1,0,0,0,0,1,0
12787,0.403,23365,200010,0.0,0.0,0.0,99.23,8,15900,0,1,0,0,0,1,0
33322,0.021,24103,209890,0.0,0.0,0.0,98.89,16,9600,1,0,0,0,0,0,1
89715,0.123,24104,348420,0.0,0.0,0.0,99.85,7,34800,1,0,0,0,0,1,0
58529,0.098,17167,243110,0.0,0.0,0.0,99.74,8,1200,0,0,1,0,0,1,0
72539,0.928,21178,265570,3.0,3.0,1.0,99.63,10,15900,0,0,1,0,0,0,1
96559,0.036,27019,306130,0.0,0.0,0.0,99.68,6,13800,1,0,0,0,0,0,1
79610,0.251,21540,256810,0.0,0.0,0.0,99.77,11,13800,0,0,1,0,0,1,0
60056,0.004,23373,522030,0.0,0.0,0.0,98.94,18,55800,1,0,0,0,0,0,1
53411,0.037,15700,250020,0.0,0.0,0.0,99.68,11,22200,0,0,0,1,0,1,0
41436,0.407,14250,255110,1.0,0.0,0.0,98.79,13,24300,0,1,0,0,0,1,0
86754,0.556,11689,93160,3.0,0.0,1.0,99.62,9,9600,0,1,0,0,0,0,1
60288,0.192,11690,72540,0.0,0.0,0.0,97.63,7,7500,1,0,0,0,0,1,0
74097,0.503,14608,315070,1.0,0.0,1.0,99.44,12,18000,0,0,1,0,0,0,1
7987,0.143,22274,114140,0.0,0.0,0.0,99.82,10,3300,1,0,0,0,0,0,1
102351,0.401,18622,144100,0.0,0.0,0.0,98.84,16,7500,0,0,1,0,0,0,1
95882,1.0,11687,126100,0.0,0.0,0.0,99.63,3,5400,0,1,0,0,0,0,1
101591,0.775,17899,150130,1.0,0.0,0.0,98.87,7,5400,0,0,0,1,0,0,1
94426,0.698,9495,112590,0.0,0.0,0.0,99.38,10,1200,0,1,0,0,0,0,1
13855,0.007,13885,149850,0.0,0.0,0.0,99.52,5,7500,0,0,1,0,0,0,1
19906,0.216,24101,86840,0.0,0.0,0.0,98.71,14,5400,0,0,1,0,0,0,1
2178,0.001,14979,230560,0.0,0.0,0.0,99.1,9,11700,0,0,1,0,0,1,0
23341,0.021,14613,142560,0.0,0.0,0.0,99.11,15,5400,1,0,0,0,0,0,1
51108,0.377,24467,175040,0.0,0.0,0.0,99.26,9,11700,1,0,0,0,0,0,1
79649,0.004,20820,141510,0.0,0.0,0.0,99.25,13,7500,1,0,0,0,0,1,0
73080,0.437,27385,210130,0.0,0.0,0.0,98.19,22,13800,1,0,0,0,0,0,1
48157,0.017,16434,525100,0.0,0.0,0.0,99.46,8,22200,0,0,1,0,0,0,1
110285,1.0,14243,107080,0.0,1.0,0.0,99.21,3,3300,0,1,0,0,0,1,0
65976,1.0,12788,87610,0.0,0.0,0.0,99.87,2,5400,1,0,0,0,0,1,0
22841,0.0,25194,105100,0.0,0.0,0.0,99.17,10,5400,1,0,0,0,0,1,0
9053,0.986,13883,137620,1.0,0.0,1.0,98.12,13,7500,0,1,0,0,0,0,1
104053,0.259,23732,402110,0.0,0.0,0.0,99.19,12,15900,1,0,0,0,0,1,0
89938,1.0,15701,45120,0.0,0.0,0.0,99.36,7,5400,0,1,0,0,0,1,0
110093,0.649,14613,126100,0.0,0.0,0.0,99.16,7,1200,0,0,0,0,1,0,1
111557,0.093,20084,216600,0.0,0.0,0.0,99.85,7,9600,1,0,0,0,0,0,1
108928,0.542,23738,255030,0.0,0.0,0.0,98.26,19,13800,1,0,0,0,0,0,1
30728,0.013,22279,341070,0.0,0.0,0.0,99.24,11,3300,1,0,0,0,0,0,1
88555,0.13,20814,64340,0.0,0.0,0.0,99.88,3,5700,1,0,0,0,0,0,1
107464,0.096,13512,80950,0.0,0.0,0.0,99.14,8,5400,0,0,1,0,0,0,1
43973,0.676,24101,240130,1.0,0.0,1.0,97.82,19,5400,1,0,0,0,0,0,1
29525,0.261,16805,331970,0.0,0.0,0.0,99.14,11,26400,0,0,1,0,0,1,0
113586,0.062,17164,235090,0.0,0.0,0.0,98.86,10,18000,0,0,1,0,0,1,0
55078,0.091,9503,24110,0.0,0.0,0.0,99.38,4,5700,1,0,0,0,0,1,0
91037,0.182,10226,135070,0.0,0.0,0.0,99.45,15,1200,1,0,0,0,0,0,1
94006,0.137,12060,210110,0.0,0.0,0.0,99.11,12,13800,0,1,0,0,0,0,1
43654,0.031,25556,234750,0.0,0.0,0.0,99.44,4,18000,1,0,0,0,0,1,0
46109,0.028,18255,381110,0.0,0.0,0.0,99.78,7,13800,0,0,0,1,0,0,1
95953,0.01,26294,135120,0.0,0.0,0.0,99.7,15,9600,0,1,0,0,0,1,0
111377,0.708,19355,332500,0.0,0.0,0.0,99.42,6,7500,1,0,0,0,0,0,1
4852,0.245,23004,120040,0.0,0.0,0.0,98.24,10,5400,1,0,0,0,0,1,0
103787,0.792,18628,227120,0.0,0.0,0.0,99.07,14,11700,0,0,1,0,0,0,1
53496,0.001,23732,153420,0.0,0.0,0.0,99.46,7,9600,1,0,0,0,0,0,1
7164,0.313,14615,476180,0.0,0.0,1.0,99.34,10,47400,0,0,1,0,0,0,1
69892,0.839,16436,228030,0.0,0.0,0.0,98.95,8,13800,1,0,0,0,0,0,1
16731,0.968,12783,135060,1.0,0.0,0.0,98.75,11,5400,0,1,0,0,0,1,0
68468,0.0,26655,102140,0.0,0.0,0.0,97.83,7,5400,1,0,0,0,0,1,0
1409,1.0,14972,122490,0.0,0.0,0.0,98.01,9,5400,1,0,0,0,0,0,1
104282,0.94,21541,105090,0.0,0.0,0.0,92.54,17,7500,0,0,1,0,0,0,1
62912,0.022,20453,234060,0.0,0.0,0.0,99.07,11,7500,0,1,0,0,0,1,0
74707,0.945,22637,625080,2.0,0.0,0.0,99.56,10,34800,1,0,0,0,0,0,1
44518,0.039,24466,138480,0.0,0.0,0.0,99.57,8,9600,0,1,0,0,0,0,1
81481,0.88,11324,254370,3.0,0.0,2.0,99.66,11,13800,1,0,0,0,0,0,1
75885,0.167,14976,108090,0.0,0.0,0.0,99.81,5,3300,1,0,0,0,0,0,1
108899,0.343,15336,300130,0.0,0.0,0.0,99.06,9,36900,0,0,0,1,0,0,1
66961,0.734,9495,142650,0.0,0.0,0.0,99.84,5,7500,1,0,0,0,0,0,1
61512,1.0,10597,140660,0.0,0.0,0.0,98.9,8,9600,1,0,0,0,0,0,1
14394,0.0,18628,267570,1.0,0.0,0.0,99.43,11,26400,0,1,0,0,0,0,1
7421,0.11,16066,195140,1.0,0.0,0.0,98.73,14,13800,0,1,0,0,0,0,1
81981,0.654,10232,82920,0.0,0.0,0.0,99.4,8,3300,0,0,0,1,0,0,1
45825,0.312,23366,132690,0.0,0.0,0.0,98.4,14,9600,1,0,0,0,0,0,1
104143,0.073,21549,419550,0.0,0.0,0.0,99.36,12,34800,0,1,0,0,0,1,0
48044,0.841,10963,150100,0.0,0.0,0.0,99.31,13,5400,1,0,0,0,0,0,1
622,0.006,23001,180090,0.0,0.0,0.0,99.89,10,13800,1,0,0,0,0,0,1
40152,0.703,25559,322550,0.0,0.0,0.0,99.24,11,24300,0,1,0,0,0,0,1
99512,0.006,27380,138200,0.0,0.0,0.0,99.51,11,7500,1,0,0,0,0,1,0
27721,0.0,23372,180140,0.0,0.0,0.0,99.13,8,7500,1,0,0,0,0,0,1
64912,0.555,20814,74260,0.0,0.0,0.0,96.99,12,5400,1,0,0,0,0,1,0
100676,0.134,22277,181760,0.0,0.0,0.0,99.31,13,1200,0,0,1,0,0,0,1
111823,0.0,24104,114060,0.0,0.0,0.0,98.73,6,3300,1,0,0,0,0,0,1
51660,0.453,19351,60070,0.0,0.0,0.0,94.72,14,3300,0,0,0,1,0,0,1
94215,0.739,23010,420030,0.0,0.0,0.0,99.21,7,28500,1,0,0,0,0,0,1
6529,1.0,17892,109010,0.0,0.0,0.0,99.64,5,9600,1,0,0,0,0,1,0
77893,0.157,13882,125130,0.0,0.0,0.0,98.42,11,9600,0,0,1,0,0,0,1
13126,0.196,21543,154860,1.0,0.0,0.0,98.86,14,3300,0,0,1,0,0,1,0
34021,0.067,16437,309040,0.0,0.0,0.0,99.22,8,13800,0,0,1,0,0,0,1
58972,0.25,17528,135040,1.0,0.0,0.0,99.56,10,7500,1,0,0,0,0,0,1
47928,0.025,19360,125100,0.0,0.0,0.0,99.88,6,11700,1,0,0,0,0,0,1
109793,0.462,23366,184020,0.0,0.0,0.0,98.73,25,5400,1,0,0,0,0,1,0
96020,0.098,21181,336860,0.0,0.0,0.0,99.61,6,26400,0,0,0,1,0,0,1
21179,0.322,17891,141860,0.0,0.0,0.0,99.67,8,7500,1,0,0,0,0,1,0
32267,0.998,22637,219040,1.0,0.0,0.0,99.89,3,15900,0,0,0,1,0,0,1
99924,0.053,21911,562610,1.0,0.0,0.0,99.57,27,49500,1,0,0,0,0,0,1
24383,0.033,20818,854130,0.0,0.0,0.0,99.71,14,57900,0,0,1,0,0,0,1
62884,0.005,14976,227810,0.0,0.0,0.0,99.16,14,11700,1,0,0,0,0,0,1
41220,0.049,12787,150130,2.0,0.0,0.0,99.67,8,9600,1,0,0,0,0,0,1
90450,0.316,16067,54540,0.0,0.0,0.0,99.56,7,3300,0,1,0,0,0,0,1
48837,0.024,25194,171120,0.0,0.0,0.0,98.6,15,9600,1,0,0,0,0,0,1
45176,0.473,14247,90130,1.0,0.0,0.0,99.48,7,7500,1,0,0,0,0,0,1
58996,0.064,23734,56820,0.0,0.0,0.0,98.87,8,5700,1,0,0,0,0,1,0
67775,0.321,21550,124510,0.0,0.0,0.0,97.95,17,7500,0,1,0,0,0,0,1
35906,0.466,17164,100100,0.0,0.0,0.0,99.61,8,5400,1,0,0,0,0,0,1
105930,0.905,16069,375150,0.0,0.0,0.0,98.52,24,26400,1,0,0,0,0,0,1
32547,0.891,19350,245660,0.0,0.0,0.0,98.87,12,7500,0,0,0,1,0,0,1
65824,0.395,21179,140050,0.0,0.0,0.0,98.58,11,7500,1,0,0,0,0,0,1
95512,0.361,22274,388590,0.0,0.0,0.0,99.16,13,26400,0,1,0,0,0,1,0
587,0.238,10598,54280,1.0,0.0,0.0,98.29,9,3300,0,1,0,0,0,0,1
10024,0.275,17895,166990,0.0,1.0,0.0,99.64,10,22200,0,0,0,1,0,0,1
16032,0.198,23735,315630,0.0,0.0,0.0,99.59,15,13800,1,0,0,0,0,1,0
33124,0.131,28480,196530,0.0,1.0,0.0,98.92,22,5400,0,0,1,0,0,1,0
26751,0.058,26653,125050,0.0,0.0,0.0,99.88,8,7500,1,0,0,0,0,0,1
95588,0.936,10230,48060,0.0,0.0,0.0,99.44,5,5700,1,0,0,0,0,1,0
50040,0.917,11329,210120,0.0,0.0,0.0,98.92,12,26400,0,0,0,1,0,0,1
42690,0.12,21542,330100,0.0,0.0,0.0,99.55,12,1200,1,0,0,0,0,1,0
108264,0.0,17169,241600,0.0,0.0,0.0,98.46,14,11700,1,0,0,0,0,0,1
109930,0.092,17163,270140,1.0,0.0,1.0,99.14,23,13800,1,0,0,0,0,0,1
101759,0.41,13883,312620,0.0,0.0,0.0,99.18,12,36900,0,0,0,1,0,1,0
105648,0.66,18620,127000,0.0,0.0,0.0,98.58,10,9600,1,0,0,0,0,0,1
62244,0.071,22279,138100,1.0,0.0,0.0,99.52,13,9600,1,0,0,0,0,0,1
107975,0.006,16430,303130,0.0,0.0,0.0,99.33,18,24300,1,0,0,0,0,1,0
1113,0.32,22636,315070,0.0,0.0,0.0,99.1,12,15900,1,0,0,0,0,0,1
47488,0.064,13512,300150,0.0,0.0,0.0,99.63,6,9600,0,0,0,1,0,1,0
4807,0.015,25562,151200,0.0,0.0,0.0,99.88,8,5400,1,0,0,0,0,0,1
67569,0.054,19721,366100,0.0,0.0,0.0,99.52,16,18000,0,1,0,0,0,1,0
14384,0.125,12789,290130,0.0,0.0,0.0,99.01,8,13800,0,1,0,0,0,0,1
50192,0.046,17528,750110,0.0,0.0,0.0,98.91,11,60000,0,0,0,1,0,1,0
58568,0.189,23732,227900,0.0,0.0,0.0,98.99,18,11700,0,1,0,0,0,1,0
31735,0.047,21915,378140,0.0,0.0,0.0,99.78,17,30600,0,0,1,0,0,0,1
89002,0.661,21550,210100,0.0,0.0,0.0,98.67,24,9600,1,0,0,0,0,1,0
78554,0.061,10231,123510,0.0,0.0,0.0,99.72,7,1200,1,0,0,0,0,1,0
86290,0.104,18622,185060,0.0,0.0,0.0,97.73,20,9600,1,0,0,0,0,0,1
62892,0.879,23738,196270,0.0,0.0,0.0,99.37,8,3300,0,1,0,0,0,0,1
94804,0.627,14974,141100,0.0,0.0,0.0,98.56,12,7500,1,0,0,0,0,0,1
77584,0.776,13881,135050,2.0,0.0,0.0,99.75,7,3300,1,0,0,0,0,0,1
74006,1.0,8770,57040,0.0,0.0,0.0,99.21,3,1200,0,1,0,0,0,0,1
108457,0.076,21906,270040,0.0,0.0,0.0,99.76,11,28500,0,0,1,0,0,0,1
59503,0.26,17160,150110,0.0,1.0,0.0,99.43,12,9600,1,0,0,0,0,1,0
89560,1.0,12415,137630,2.0,1.0,1.0,99.66,7,3300,0,0,0,1,0,0,1
76651,0.041,23001,417500,0.0,0.0,0.0,98.34,13,28500,1,0,0,0,0,1,0
64118,0.072,21905,128630,0.0,0.0,0.0,98.8,14,3300,1,0,0,0,0,0,1
68167,0.391,18259,245040,0.0,0.0,0.0,99.33,13,18000,1,0,0,0,0,1,0
37102,0.688,21181,93800,0.0,0.0,0.0,99.17,13,5700,1,0,0,0,0,1,0
22259,0.029,25196,522060,0.0,0.0,0.0,98.96,20,3300,0,1,0,0,0,1,0
11253,0.005,21544,189060,3.0,0.0,0.0,99.66,11,7500,1,0,0,0,0,0,1
108720,0.001,24104,150070,0.0,0.0,0.0,99.64,10,7500,1,0,0,0,0,1,0
56880,0.521,26288,147090,2.0,0.0,0.0,98.87,18,3300,1,0,0,0,0,0,1
28193,0.052,13515,229690,0.0,0.0,0.0,99.46,7,15900,0,0,1,0,0,0,1
32859,0.769,13516,220540,0.0,0.0,0.0,99.54,7,7500,0,1,0,0,0,0,1
28235,0.11,27382,283090,0.0,0.0,0.0,99.05,16,15900,0,1,0,0,0,0,1
100913,0.023,24469,285670,0.0,0.0,0.0,99.89,11,3300,1,0,0,0,0,1,0
92015,0.268,24105,178290,0.0,0.0,0.0,98.15,15,7500,1,0,0,0,0,1,0
80526,0.054,19352,227560,0.0,0.0,0.0,97.73,20,11700,1,0,0,0,0,0,1
72161,0.04,20450,334090,0.0,0.0,0.0,99.28,11,13800,0,0,1,0,0,0,1
107171,1.0,11326,87120,0.0,0.0,0.0,99.7,4,5400,0,1,0,0,0,0,1
4663,0.306,13884,66100,1.0,0.0,2.0,98.01,10,3300,1,0,0,0,0,0,1
106772,0.26,13517,198080,0.0,0.0,0.0,98.9,18,9600,1,0,0,0,0,0,1
23109,0.288,18623,207080,0.0,0.0,0.0,98.75,15,11700,1,0,0,0,0,0,1
